,score_phrase,title,url,platform,score,genre,editors_choice,release_year,release_month,release_day
433,Good,Avatar: The Last Airbender,/games/avatar-the-last-airbender/nds-824668,Nintendo DS,7,Action,N,2006,10,25
434,Great,Marvel: Ultimate Alliance,/games/marvel-ultimate-alliance/ps2-762691,PlayStation 2,8.1,"Action, RPG",N,2006,10,25
435,Great,Marvel: Ultimate Alliance,/games/marvel-ultimate-alliance/pc-762708,PC,8.2,"Action, RPG",N,2006,10,25
436,Okay,American Dragon: Jake Long -- Attack of the Dark Dragon,/games/american-dragon-jake-long-attack-of-the-dark-dragon/nds-826826,Nintendo DS,6.5,Action,N,2006,10,25
437,Good,Snoopy vs. the Red Baron,/games/snoopy-the-flying-ace/psp-789082,PlayStation Portable,7,"Flight, Action",N,2006,10,25
438,Amazing,F.E.A.R.,/games/fear/xbox-360-826346,Xbox 360,9.1,Shooter,Y,2006,10,25
439,Good,Snoopy vs. the Red Baron,/games/snoopy-the-flying-ace/ps2-789083,PlayStation 2,7,"Flight, Action",N,2006,10,25
440,Good,ATV Offroad Fury Pro,/games/atv-offroad-fury-pro/psp-824108,PlayStation Portable,7.9,Racing,N,2006,10,25
441,Great,Sid Meier's Railroads!,/games/sid-meiers-railroads/pc-818083,PC,8,Simulation,N,2006,10,24
442,Bad,Family Guy,/games/family-guy/psp-728065,PlayStation Portable,4.1,Action,N,2006,10,24
443,Awful,Reservoir Dogs,/games/reservoir-dogs/ps2-536075,PlayStation 2,3,"Action, Adventure",N,2006,10,24
444,Great,Star Wars: Empire at War -- Forces of Corruption,/games/star-wars-empire-at-war-forces-of-corruption/pc-827314,PC,8.5,Strategy,Y,2006,10,24
445,Good,Ultimate Mortal Kombat 3,/games/ultimate-mortal-kombat-3/xbox-360-839903,Xbox 360,7,Fighting,N,2006,10,24
446,Awful,Reservoir Dogs,/games/reservoir-dogs/xbox-536074,Xbox,3,"Action, Adventure",N,2006,10,24
447,Mediocre,Touch Detective,/games/touch-detective/nds-803557,Nintendo DS,5.5,Adventure,N,2006,10,24
448,Bad,Family Guy,/games/family-guy/xbox-728070,Xbox,4.1,"Action, Adventure",N,2006,10,24
449,Good,Need for Speed Carbon,/games/need-for-speed-carbon/ps3-826965,PlayStation 3,7.9,Racing,N,2006,11,15
450,Okay,Medal of Honor [2006],/games/medal-of-honor-2006/cell-864623,Wireless,6.7,Action,N,2006,11,15
451,Bad,Pocketbike Racer,/games/pocketbike-racer/xbox-858065,Xbox,4,Racing,N,2006,11,15
452,Okay,Untold Legends: Dark Kingdom,/games/untold-legends-dark-kingdom-139725/ps3-814614,PlayStation 3,6.5,"Action, RPG",N,2006,11,15
453,Great,Call of Duty 3,/games/call-of-duty-3/ps2-826799,PlayStation 2,8,Shooter,N,2006,11,15
454,Okay,Sneak King,/games/sneak-king/xbox-858067,Xbox,6.7,Action,N,2006,11,15
455,Okay,Big Bumpin',/games/big-bumpin/xbox-858066,Xbox,6.5,"Racing, Action",N,2006,11,15
456,Good,Marvel: Ultimate Alliance,/games/marvel-ultimate-alliance/ps3-822967,PlayStation 3,7.9,"Action, RPG",N,2006,11,15
457,Great,SEGA Genesis Collection,/games/sega-genesis-collection/ps2-847830,PlayStation 2,8.6,"Action, Compilation",Y,2006,11,15
458,Okay,Sneak King,/games/sneak-king/xbox-360-858064,Xbox 360,6.7,Action,N,2006,11,15
459,Great,Tiger Woods PGA Tour 07,/games/tiger-woods-pga-tour-07/ps3-826461,PlayStation 3,8.3,Sports,N,2006,11,15
460,Good,Cabela's African Safari,/games/cabelas-african-safari/pc-855386,PC,7.3,Hunting,N,2006,11,14
461,Mediocre,Dynasty Warriors Vol. 2,/games/dynasty-warriors-vol-2/psp-801687,PlayStation Portable,5.4,Action,N,2006,11,14
462,Mediocre,Phantasy Star Universe,/games/phantasy-star-universe/pc-729460,PC,5.5,RPG,N,2006,11,14
463,Good,Final Fantasy III,/games/final-fantasy-iii/nds-707320,Nintendo DS,7.8,RPG,N,2006,11,14
464,Good,Cabela's African Safari,/games/cabelas-african-safari/psp-851682,PlayStation Portable,7.3,Hunting,N,2006,11,14
465,Mediocre,Nicktoons: Battle For Volcano Island,/games/nicktoons-battle-for-volcano-island/nds-854852,Nintendo DS,5.5,Adventure,N,2006,11,14
466,Mediocre,Left Behind: Eternal Forces,/games/left-behind-eternal-forces/pc-757683,PC,5.9,Strategy,N,2006,11,14
467,Great,Super Monkey Ball: Banana Blitz,/games/super-monkey-ball-banana-blitz/wii-824977,Wii,8.4,Action,Y,2006,11,14
468,Mediocre,Strawberry Shortcake: The Sweet Dreams Game,/games/strawberry-shortcake-the-sweet-dreams-game/ps2-837795,PlayStation 2,5.1,Adventure,N,2006,11,14
469,Bad,Tom and Jerry Tales,/games/tom-and-jerry-tales/gba-826812,Game Boy Advance,4.5,Action,N,2006,11,14
470,Good,Call of Duty 3,/games/call-of-duty-3/wii-815492,Wii,7.7,Shooter,N,2006,11,14
471,Great,NFL Street 3,/games/nfl-street-3/ps2-841824,PlayStation 2,8,"Sports, Action",N,2006,11,14
472,Good,Cabela's African Safari,/games/cabelas-african-safari/ps2-831794,PlayStation 2,7.3,Hunting,N,2006,11,14
473,Bad,Gunpey,/games/gunpey-839710/psp-839708,PlayStation Portable,4.2,Puzzle,N,2006,11,14
474,Okay,Star Trek: Tactical Assault,/games/star-trek-tactical-assault/psp-800811,PlayStation Portable,6.4,Simulation,N,2006,11,21
475,Good,Thrillville,/games/thrillville/ps2-827467,PlayStation 2,7.5,Simulation,N,2006,11,21
476,Bad,Eragon,/games/eragon/xbox-823203,Xbox,4.7,Adventure,N,2006,11,21
477,Okay,Star Trek: Tactical Assault,/games/star-trek-tactical-assault/nds-800810,Nintendo DS,6,Simulation,N,2006,11,21
478,Bad,The Sopranos: Road to Respect,/games/the-sopranos-road-to-respect/ps2-826381,PlayStation 2,4.5,Action,N,2006,11,21
479,Mediocre,Flutter,/games/flutter/cell-866644,Wireless,5,Action,N,2006,11,21
480,Bad,Eragon,/games/eragon/pc-823201,PC,4.6,Adventure,N,2006,11,21
481,Okay,Red Steel,/games/red-steel/wii-821973,Wii,6,Shooter,N,2006,11,20
482,Good,NFL Street 3,/games/nfl-street-3/psp-841825,PlayStation Portable,7.3,"Sports, Action",N,2006,11,20
483,Great,EverQuest II: Echoes of Faydwer,/games/everquest-ii-echoes-of-faydwer/pc-826078,PC,8.4,RPG,N,2006,11,20
484,Good,NBA Live 07 (3D Edition),/games/nba-live-2007/cell-826439,Wireless,7.5,Sports,N,2006,11,20
485,Good,Call of Duty 3,/games/call-of-duty-3/ps3-801848,PlayStation 3,7.8,Shooter,N,2006,11,20
486,Good,Uno / Skip-Bo,/games/uno-skip-bo/gba-826013,Game Boy Advance,7.5,"Card, Compilation",N,2006,11,22
487,Bad,Winx Club: The Quest for the Codex,/games/winx-club-the-quest-for-the-codex/gba-827177,Game Boy Advance,4.5,Action,N,2006,11,22
488,Okay,Tony Hawk's Project 8,/games/tony-hawks-project-8/psp-803280,PlayStation Portable,6,Sports,N,2006,11,22
489,Bad,Camp Lazlo: Leaky Lake Games,/games/camp-lazlo-leaky-lake-games/gba-826199,Game Boy Advance,4,Action,N,2006,11,22
490,Mediocre,Superman Returns: The Videogame,/games/superman-returns/xbox-360-774362,Xbox 360,5.5,Action,N,2006,11,22
491,Mediocre,Devil May Cry 3: Dante's Awakening,/games/devil-may-cry-3-dantes-awakening/pc-802409,PC,5.8,Action,N,2006,11,22
492,Great,NBA 2K7,/games/nba-2k7/ps3-815873,PlayStation 3,8.5,Sports,Y,2006,11,17
493,Amazing,The Legend of Zelda: Twilight Princess,/games/the-legend-of-zelda-twilight-princess/wii-748589,Wii,9.5,"Action, Adventure",Y,2006,11,17
494,Good,Big Bumpin',/games/big-bumpin/xbox-360-858063,Xbox 360,7,"Racing, Action",N,2006,11,17
495,Bad,Pocketbike Racer,/games/pocketbike-racer/xbox-360-858062,Xbox 360,4.5,Racing,N,2006,11,17
496,Awful,Mobile Suit Gundam: Crossfire,/games/mobile-suit-gundam-crossfire/ps3-748465,PlayStation 3,3.2,Action,N,2006,11,17
497,Great,Madden NFL 07,/games/madden-nfl-2007/wii-825443,Wii,8.5,Sports,Y,2006,11,17
498,Mediocre,Blast Factor,/games/blast-factor/ps3-860457,PlayStation 3,5.9,Shooter,N,2006,11,17
499,Good,Uno 52,/games/uno-52/gba-826016,Game Boy Advance,7,Card,N,2006,11,22
500,Bad,Cash Guns Chaos DLX,/games/cah-guns-chao/ps3-860483,PlayStation 3,4.1,Shooter,N,2006,11,22
501,Okay,Heroes of Annihilated Empires,/games/heroes-of-annihilated-empires/pc-698919,PC,6,Strategy,N,2006,11,22
502,Okay,Casino Royale,/games/casino-royale/cell-866729,Wireless,6.3,Action,N,2006,11,22
503,Good,Chicken Little: Ace in Action,/games/chicken-little-ace-in-action/nds-826824,Nintendo DS,7,Action,N,2006,11,22
504,Mediocre,Winx Club: The Quest for the Codex,/games/winx-club-the-quest-for-the-codex/nds-827147,Nintendo DS,5,Action,N,2006,11,22
505,Good,Digimon World DS,/games/digimon-world-ds/nds-761624,Nintendo DS,7.5,"Action, RPG",N,2006,11,22
506,Great,Summon Night: Swordcraft Story 2,/games/summon-night-swordcraft-story-2/gba-694441,Game Boy Advance,8.5,"Action, RPG",Y,2006,11,22
507,Good,Barbie In The 12 Dancing Princesses,/games/barbie-in-the-12-dancing-princesses/nds-863639,Nintendo DS,7,Adventure,N,2006,11,22
508,Amazing,Tom Clancy's Rainbow Six: Vegas,/games/tom-clancys-rainbow-six-vegas/xbox-360-815419,Xbox 360,9.3,Shooter,Y,2006,11,16
509,Mediocre,Defender,/games/defender/xbox-360-857441,Xbox 360,5.5,Action,N,2006,11,16
510,Great,Rayman Raving Rabbids,/games/rayman-raving-rabbids/wii-821585,Wii,8.3,Party,Y,2006,11,16
511,Great,Madden NFL 07,/games/madden-nfl-2007/ps3-811802,PlayStation 3,8.3,Sports,N,2006,11,16
512,Good,Tony Hawk's Downhill Jam,/games/tony-hawks-downhill-jam/wii-824474,Wii,7,Sports,N,2006,11,15
513,Great,Excite Truck,/games/excite-truck/wii-826983,Wii,8,Racing,N,2006,11,15
514,Okay,Konductra,/games/konductra/nds-785824,Nintendo DS,6.5,Puzzle,N,2006,11,22
515,Mediocre,Foster's Home for Imaginary Friends,/games/fosters-home-for-imaginary-friends/gba-826193,Game Boy Advance,5.5,Action,N,2006,11,22
516,Great,SOCOM: U.S. Navy SEALs Combined Assault,/games/socom-us-navy-seals-combined-assault/ps2-823990,PlayStation 2,8,Shooter,N,2006,11,22
517,Bad,Eragon,/games/eragon/xbox-360-823202,Xbox 360,4.7,Adventure,N,2006,11,21
518,Great,Dragon Ball Z Budokai Tenkaichi 2,/games/dragon-ball-z-budokai-tenkaichi-2/wii-824078,Wii,8.3,Fighting,Y,2006,11,21
519,Good,Thrillville,/games/thrillville/psp-827466,PlayStation Portable,7.5,Simulation,N,2006,11,21
520,Great,Dragon Ball Z Budokai Tenkaichi 2,/games/dragon-ball-z-budokai-tenkaichi-2/ps2-824079,PlayStation 2,8.3,Fighting,Y,2006,11,21
521,Bad,The Sopranos: Road to Respect (Limited Edition),/games/the-sopranos-road-to-respect/ps2-865471,PlayStation 2,4.5,Action,N,2006,11,21
522,Bad,Eragon,/games/eragon/ps2-823204,PlayStation 2,4.7,Adventure,N,2006,11,21
523,Good,Thrillville,/games/thrillville/xbox-827468,Xbox,7.5,Simulation,N,2006,11,21
524,Good,That's So Raven: Psychic on the Scene,/games/thats-so-raven-psychic-on-the-scene/nds-826829,Nintendo DS,7.5,Adventure,N,2006,12,1
525,Okay,Blitz: The League,/games/blitz-overtime/xbox-360-826159,Xbox 360,6.5,"Sports, Action",N,2006,12,1
526,Okay,Marvel: Ultimate Alliance,/games/marvel-ultimate-alliance/wii-825377,Wii,6.5,"Action, RPG",N,2006,12,1
527,Bad,Donkey Kong,/games/donkey-kong/wii-864224,Wii,4,Platformer,N,2006,12,1
528,Good,Microsoft Flight Simulator X,/games/microsoft-flight-simulator-x/pc-792287,PC,7,"Flight, Simulation",N,2006,12,1
529,Great,Mini Golf Magic (2D Edition),/games/mini-golf-magic-2d-edition/cell-867619,Wireless,8.8,Sports,Y,2006,12,1
530,Bad,The History Channel -- Civil War: A Nation Divided,/games/the-history-channel-civil-war-a-nation-divided/ps2-867139,PlayStation 2,4,Shooter,N,2006,12,1
531,Bad,Spider-Man: Battle for New York,/games/spider-man-battle-for-new-york/gba-844068,Game Boy Advance,4.5,Action,N,2006,12,1
532,Bad,Donkey Kong,/games/donkey-kong/nes-7152,NES,4,Platformer,N,2006,12,1
533,Good,Eragon,/games/eragon/gba-823200,Game Boy Advance,7.5,RPG,N,2006,12,1
534,Mediocre,The History Channel -- Civil War: A Nation Divided,/games/the-history-channel-civil-war-a-nation-divided/pc-866838,PC,5,Shooter,N,2006,12,1
535,Great,Bomberman '93,/games/bomberman-93/wii-864277,Wii,8.5,Action,Y,2006,12,1
536,Okay,Wildlife Zoo,/games/wildlife-zoo/pc-868290,PC,6.1,Simulation,N,2006,12,6
537,Great,Bonk's Adventure,/games/bonks-adventure/wii-827868,Wii,8,Platformer,N,2006,12,6
538,Okay,The Grim Adventures of Billy & Mandy,/games/the-grim-adventures-of-billy-mandy/wii-851999,Wii,6.8,Fighting,N,2006,12,5
539,Masterpiece,Tornado Mania,/games/tornado-mania/cell-866280,Wireless,10,Puzzle,Y,2006,12,8
540,Bad,Mario Bros.,/games/mario-bros/nes-7170,NES,4.5,Platformer,N,2006,12,8
541,Bad,Pocket Racers,/games/pocket-racers-78718/psp-849935,PlayStation Portable,4.4,Racing,N,2006,12,8
542,Painful,Reel Fishing: The Great Outdoors,/games/reel-fishing-the-great-outdoors/psp-855318,PlayStation Portable,2.1,Hunting,N,2006,12,8
543,Okay,Xiaolin Showdown,/games/xiaolin-showdown/ps2-761969,PlayStation 2,6,Action,N,2006,12,1
544,Good,NOM,/games/nom/cell-843259,Wireless,7.8,Action,N,2006,11,30
545,Awful,Ford Bold Moves Street Racing,/games/ford-bold-moves-street-racing/psp-849445,PlayStation Portable,3.5,Racing,N,2006,11,30
546,Bad,Monster 4X4 World Circuit (Game & Steering Wheel),/games/monster-4x4-world-circuit/wii-846375,Wii,4.8,Racing,N,2006,11,30
547,Bad,Sonic the Hedgehog,/games/sonic-the-hedgehog-2007/xbox-360-749072,Xbox 360,4.8,Platformer,N,2006,11,30
548,Great,The Lord of the Rings: The Battle for Middle-earth II -- The Rise of the Witch-king,/games/the-lord-of-the-rings-the-battle-for-middle-earth-ii-the-rise-of-the-witch-king/pc-844907,PC,8,Strategy,N,2006,11,30
549,Bad,Mind Quiz,/games/mind-quiz/psp-856421,PlayStation Portable,4.6,"Educational, Puzzle",N,2006,11,30
550,Awful,Rapala Tournament Fishing,/games/rapala-tournament-fishing/wii-853790,Wii,3,Hunting,N,2006,11,29
551,Bad,GT Pro Series,/games/gt-pro-series/wii-846379,Wii,4,Racing,N,2006,11,28
552,Bad,GT Pro Series (Game & Steering Wheel),/games/gt-pro-series/wii-1096,Wii,4,Racing,N,2006,11,28
553,Mediocre,The History Channel -- Civil War: A Nation Divided,/games/the-history-channel-civil-war-a-nation-divided/xbox-360-867140,Xbox 360,5,Shooter,N,2006,11,28
554,Mediocre,Pinball,/games/pinball/wii-864230,Wii,5,Pinball,N,2006,12,5
555,Awful,Cartoon Network Racing,/games/cartoon-network-racing/ps2-827886,PlayStation 2,3.4,Racing,N,2006,12,5
556,Great,Ristar,/games/ristar/wii-853192,Wii,8,Platformer,N,2006,12,5
557,Good,Kirby Squeak Squad,/games/kirby-squeak-squad/nds-827009,Nintendo DS,7.8,Platformer,N,2006,12,5
558,Good,Columns,/games/columns/gen-6258,Genesis,7,Puzzle,N,2006,12,5
559,Good,WWE SmackDown vs. Raw 2007,/games/wwe-smackdown-vs-raw-2007/psp-820798,PlayStation Portable,7.8,Wrestling,N,2006,12,5
560,Great,Gitaroo Man Lives!,/games/gitaroo-man-lives/psp-822818,PlayStation Portable,8.4,"Music, Action",N,2006,12,5
561,Good,Need for Speed Carbon,/games/need-for-speed-carbon/wii-837019,Wii,7.4,Racing,N,2006,12,5
562,Bad,Mario Bros.,/games/mario-bros/wii-864232,Wii,4.5,Action,N,2006,12,8
563,Mediocre,Yu-Gi-Oh! GX Tag Force,/games/yu-gi-oh-gx-tag-force/psp-781102,PlayStation Portable,5.1,Strategy,N,2006,12,8
564,Good,Super Star Soldier,/games/star-soldier-collection/wii-864257,Wii,7.5,Shooter,N,2006,12,8
565,Good,Full Auto 2: Battlelines,/games/full-auto-2-battlelines/ps3-825014,PlayStation 3,7.8,"Racing, Action",N,2006,12,8
566,Okay,Victory Run,/games/victory-run/wii-864261,Wii,6.5,Racing,N,2006,12,8
567,Good,Mortal Kombat: Unchained,/games/mortal-kombat-unchained/psp-746769,PlayStation Portable,7,Fighting,N,2006,12,8
568,Good,RoboBlitz,/games/roboblitz/xbox-360-787913,Xbox 360,7,Action,N,2006,12,7
569,Good,Alien Crush,/games/alien-crush/tg16-5650,TurboGrafx-16,7,Pinball,N,2006,12,12
570,Good,Alien Crush,/games/alien-crush/wii-868628,Wii,7,Pinball,N,2006,12,12
571,Great,Assault Heroes,/games/assault-heroes/xbox-360-857380,Xbox 360,8.7,Action,N,2006,12,12
572,Good,Ice Hockey,/games/ice-hockey/nes-7166,NES,7,Sports,N,2006,12,12
573,Great,Fight Night Round 3,/games/fight-night-round-3/cell-826431,Wireless,8,Sports,N,2006,11,29
574,Okay,Xiaolin Showdown,/games/xiaolin-showdown/xbox-827169,Xbox,6,Action,N,2006,11,29
575,Okay,Gunpey DS,/games/gunpey-839710/nds-839709,Nintendo DS,6.1,Puzzle,N,2006,11,29
576,Mediocre,Rush,/games/la-rush/psp-813754,PlayStation Portable,5.2,Racing,N,2006,11,29
577,Mediocre,Avatar: The Last Airbender,/games/avatar-the-last-airbender/wii-824672,Wii,5.1,"Action, Adventure",N,2006,11,29
578,Mediocre,Superman Returns: The Videogame,/games/superman-returns/nds-823153,Nintendo DS,5.3,Action,N,2006,11,28
579,Good,College Hoops 2K7,/games/college-hoops-2k7/xbox-815881,Xbox,7.4,Sports,N,2006,11,28
580,Okay,The Sims 2: Pets,/games/the-sims-2-pets/psp-837834,PlayStation Portable,6.4,Simulation,N,2006,11,28
581,Bad,Gothic 3,/games/gothic-3/pc-726093,PC,4.9,"Action, RPG",N,2006,11,28
582,Good,Capcom Classics Collection Vol. 2,/games/capcom-classics-collection-vol-2/ps2-828720,PlayStation 2,7,"Action, Compilation",N,2006,11,27
583,Good,Capcom Classics Collection Vol. 2,/games/capcom-classics-collection-vol-2/xbox-828721,Xbox,7,"Action, Compilation",N,2006,11,27
584,Okay,Naruto: Uzumaki Chronicles,/games/naruto-uzumaki-chronicles/ps2-742445,PlayStation 2,6.8,Action,N,2006,11,27
585,Great,Castlevania: Portrait of Ruin,/games/castlevania-portrait-of-ruin/nds-774649,Nintendo DS,8.9,"Action, Adventure",Y,2006,12,5
586,Good,Columns,/games/columns/wii-853193,Wii,7,Puzzle,N,2006,12,5
587,Good,Traffic Mayhem,/games/traffic/cell-812596,Wireless,7.1,"Puzzle, Action",N,2006,12,5
588,Bad,Monster Bomber,/games/monster-bomber/nds-799829,Nintendo DS,4.5,"Puzzle, Action",N,2006,12,4
589,Good,Secret Files: Tunguska,/games/secret-files-tunguska/pc-826231,PC,7.6,Adventure,N,2006,12,4
590,Okay,Space Empires V,/games/space-empires-v/pc-673568,PC,6.6,Strategy,N,2006,12,4
591,Okay,Dirge of Cerberus: Final Fantasy VII: Lost Episode,/games/dirge-of-cerberus-final-fantasy-vii/cell-826972,Wireless,6.7,Action,N,2006,12,4
592,Great,The Last Ritual,/games/the-last-ritual/pc-823616,PC,8.1,Adventure,N,2006,12,4
593,Good,SimCity [1991],/games/simcity-1989/wii-864240,Wii,7.5,Simulation,N,2006,12,7
594,Mediocre,Platypus,/games/platypus/psp-858163,PlayStation Portable,5,Shooter,N,2006,12,7
595,Bad,Soccer,/games/soccer/wii-864219,Wii,4.5,Sports,N,2006,12,7
596,Okay,Luxor: Wrath of Set,/games/luxor-wrath-of-set/psp-860578,PlayStation Portable,6,"Puzzle, Action",N,2006,12,7
597,Good,Eragon,/games/eragon/nds-823205,Nintendo DS,7,"Action, RPG",N,2006,12,7
598,Great,Bionicle Heroes,/games/bionicle-heroes/nds-826364,Nintendo DS,8,Shooter,N,2006,12,7
599,Okay,Solomon's Key,/games/solomons-key/wii-864222,Wii,6.5,"Puzzle, Action",N,2006,12,7
600,Okay,Online Chess Kingdoms,/games/online-chess-kingdoms/psp-801056,PlayStation Portable,6,Board,N,2006,12,7
601,Bad,Sonic Riders,/games/sonic-riders/pc-849950,PC,4.2,"Racing, Action",N,2006,12,12
602,Amazing,Gunstar Heroes,/games/gunstar-heroes/wii-864246,Wii,9,Action,Y,2006,12,11
603,Good,Dr. Robotnik's Mean Bean Machine,/games/dr-robotniks-mean-bean-machine/wii-864252,Wii,7.5,Puzzle,N,2006,12,11
604,Good,Ice Age 2: The Meltdown,/games/ice-age-2-arctic-slide/wii-857083,Wii,7.5,Action,N,2006,12,11
605,Bad,Rampage: Total Destruction,/games/rampage-total-destruction/wii-765492,Wii,4,Action,N,2006,12,11
606,Great,Tomb Raider: Legend,/games/tomb-raider-legend/gcn-820986,GameCube,8,"Action, Adventure",N,2006,12,11
607,Mediocre,Star Trek: Legacy,/games/star-trek-legacy/pc-794733,PC,5.9,"Action, Simulation",N,2006,12,11
608,Bad,Brain Boost: Gamma Wave,/games/brain-boost-beta-wave/nds-767502,Nintendo DS,4.5,"Educational, Puzzle",N,2006,11,27
609,Mediocre,Superman Returns: The Videogame,/games/superman-returns/xbox-690984,Xbox,5,Action,N,2006,11,27
610,Painful,Dave Mirra BMX Challenge,/games/dave-mirra-bmx-challenge/psp-822769,PlayStation Portable,2,Sports,N,2006,11,27
611,Great,Small Arms,/games/small-arms/xbox-360-845426,Xbox 360,8.2,"Fighting, Action",N,2006,11,27
612,Bad,Brain Boost: Beta Wave,/games/brain-boost-beta-wave/nds-856659,Nintendo DS,4.5,"Educational, Puzzle",N,2006,11,27
613,Great,Rayman Raving Rabbids,/games/rayman-raving-rabbids/cell-865043,Wireless,8.1,Party,Y,2006,11,27
614,Okay,Cars,/games/cars/wii-814997,Wii,6.8,"Racing, Action",N,2006,11,27
615,Unbearable,NRA Gun Club,/games/nra-gun-club/ps2-826191,PlayStation 2,1.5,Shooter,N,2006,11,27
616,Amazing,Metal Gear Solid: Portable Ops,/games/metal-gear-solid-portable-ops/psp-783630,PlayStation Portable,9,Action,Y,2006,12,4
617,Bad,World Racing 2,/games/world-racing-2/xbox-707173,Xbox,4.5,Racing,N,2006,12,4
618,Great,Fight Night Round 3,/games/fight-night-round-3/ps3-748455,PlayStation 3,8.3,Sports,N,2006,12,4
619,Great,Bomberman '93,/games/bomberman-93/tg16-5648,TurboGrafx-16,8.5,"Puzzle, Action",Y,2006,12,1
620,Mediocre,Happy Feet,/games/happy-feet/nds-826148,Nintendo DS,5,Adventure,N,2006,12,1
621,Okay,Xiaolin Showdown,/games/xiaolin-showdown/psp-827170,PlayStation Portable,6,Action,N,2006,12,1
622,Mediocre,Donkey Kong Jr.,/games/donkey-kong-jr/nes-7155,NES,5,Platformer,N,2006,12,6
623,Great,Bonk's Adventure,/games/bonks-adventure/tg16-5647,TurboGrafx-16,8,Platformer,N,2006,12,6
624,Okay,"World Championship Poker: Featuring Howard Lederer ""All In""",/games/world-championship-poker-featuring-howard-lederer-all-in/xbox-360-816273,Xbox 360,6,Card,N,2006,12,6
625,Mediocre,Donkey Kong Jr.,/games/donkey-kong-jr/wii-864225,Wii,5,Platformer,N,2006,12,6
626,Okay,Eragon: Dragon Rider,/games/eragon/cell-865840,Wireless,6.5,Adventure,N,2006,12,6
627,Great,Wario's Woods,/games/warios-woods/wii-864233,Wii,8,Puzzle,N,2006,12,6
628,Good,Dr. Robotnik's Mean Bean Machine,/games/dr-robotniks-mean-bean-machine/gen-6439,Genesis,7.5,Puzzle,N,2006,12,11
629,Good,College Hoops 2K7,/games/college-hoops-2k7/ps2-815882,PlayStation 2,7.3,Sports,N,2006,12,11
630,Bad,Harley-Davidson: Race to the Rally,/games/harley-davidson-race-to-the-rally/ps2-831795,PlayStation 2,4.5,Racing,N,2006,12,11
631,Okay,Agatha Christie: Murder on the Orient Express,/games/agatha-christie-double-murder-mystery-pack/pc-823614,PC,6.1,Adventure,N,2006,12,11
632,Great,Elebits,/games/elebits/wii-824989,Wii,8.3,Action,Y,2006,12,11
633,Bad,Happy Feet,/games/happy-feet-826175/wii-826175,Wii,4.5,Adventure,N,2006,12,11
634,Bad,Corvette Evolution GT,/games/corvette-evolution-gt/ps2-801460,PlayStation 2,4.1,Racing,N,2006,11,27
635,Bad,Superman Returns: The Videogame,/games/superman-returns/ps2-564113,PlayStation 2,4.8,Action,N,2006,11,27
636,Mediocre,The Grim Adventures of Billy & Mandy,/games/the-grim-adventures-of-billy-mandy/gba-814768,Game Boy Advance,5,Fighting,N,2006,11,22
637,Good,Sonic Rivals,/games/sonic-rivals/psp-826210,PlayStation Portable,7.4,"Racing, Action",N,2006,11,22
638,Great,College Hoops 2K7,/games/college-hoops-2k7/xbox-360-815880,Xbox 360,8.2,Sports,N,2006,11,22
639,Okay,The Sims 2: Pets,/games/the-sims-2-pets/gba-837836,Game Boy Advance,6.5,Simulation,N,2006,11,22
640,Amazing,Tom Clancy's Splinter Cell Double Agent,/games/tom-clancys-splinter-cell-double-agent/pc-736172,PC,9,Action,Y,2006,11,22
641,Okay,Mercury Meltdown Remix,/games/mercury-meltdown/ps2-853809,PlayStation 2,6.8,"Puzzle, Action",N,2006,12,11
642,Bad,Happy Feet,/games/happy-feet/pc-738176,PC,4.5,Adventure,N,2006,12,11
643,Painful,Horsez,/games/horsez/ps2-858161,PlayStation 2,2.1,Virtual Pet,N,2006,12,11
644,Okay,Charlotte's Web,/games/charlottes-web/nds-826360,Nintendo DS,6.5,Adventure,N,2006,12,11
645,Okay,Charlotte's Web,/games/charlottes-web/gba-826359,Game Boy Advance,6,Adventure,N,2006,12,11
646,Amazing,Gunstar Heroes,/games/gunstar-heroes/gen-1862,Genesis,9,Action,Y,2006,12,11
647,Bad,Uno / Skip-Bo / Uno Freefall,/games/uno-skip-bo-uno-freefall/nds-826022,Nintendo DS,4.5,"Card, Compilation",N,2007,1,11
648,Bad,Princess Natasha: Student~Secret Agent~Princess,/games/princess-natasha-studentsecret-agentprincess/gba-826018,Game Boy Advance,4.5,Action,N,2007,1,11
649,Mediocre,Cartoon Network Racing,/games/cartoon-network-racing/nds-780388,Nintendo DS,5.8,Racing,N,2007,1,11
650,Bad,Over the Hedge: Hammy Goes Nuts!,/games/over-the-hedge-hammy-goes-nuts/nds-849348,Nintendo DS,4.8,Action,N,2007,1,11
651,Good,Yggdra Union: We'll Never Fight Alone,/games/yggdra-union-demo-disc/gba-776542,Game Boy Advance,7.8,RPG,N,2007,1,11
652,Awful,Suzuki Superbikes II: Riding Challenge,/games/suzuki-superbikes-ii-riding-challenge/ps2-681513,PlayStation 2,3.3,Racing,N,2006,12,18
653,Mediocre,Harley-Davidson: Race to the Rally,/games/harley-davidson-race-to-the-rally/pc-855444,PC,5,Racing,N,2006,12,15
654,Amazing,The Legend of Zelda: Twilight Princess,/games/the-legend-of-zelda-twilight-princess/gcn-572738,GameCube,9.5,"Action, Adventure",Y,2006,12,15
655,Great,Activision Hits Remixed,/games/activision-hits-remixed/psp-664950,PlayStation Portable,8.2,"Action, Compilation",N,2006,12,15
656,Good,Gangstar: Crime City,/games/gangstar-crime-city/cell-853996,Wireless,7.4,Action,N,2006,12,29
