,,,,,,,,,
,,,,,,,,,
Chilliwack,Scouts Canada - 1st Vedder,"$3,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,300.00"
Chilliwack,Senior Peer Counselling of BC - Chilliwack Branch,"$22,725.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$22,725.00"
Chilliwack,Spartan Swim Club,"$49,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$49,500.00"
Chilliwack,Special Olympics British Columbia Society - Chilliwack,"$6,850.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,850.00"
Chilliwack,St Mary's School Chilliwack PSG,"$3,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,280.00"
Chilliwack,Stellers Jay Lions Club,"$12,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,750.00"
Chilliwack,Strathcona Elementary School P.A.C.,"$8,920.00",$0.00,$0.00,$571.99,$0.00,$0.00,$0.00,"$9,491.99"
Chilliwack,The Optimist Club of Chilliwack,"$20,000.00",$0.00,$0.00,"$2,587.35",$0.00,$0.00,$0.00,"$22,587.35"
Chilliwack,Tyson Elementary School PAC,"$5,640.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,640.00"
Chilliwack,Unsworth Elementary School Parent Advisory Council,"$9,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,600.00"
Chilliwack,Vedder Elementary School P.A.C.,"$9,040.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,040.00"
Chilliwack,Vedder Middle School PAC,"$10,640.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,640.00"
Chilliwack,Watson Elementary School PAC,"$8,560.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,560.00"
Chilliwack,Yarrow Community School PAC,"$5,520.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,520.00"
Chilliwack Total,,"$1,515,555.00",$0.00,-$775.51,"$275,377.09",$0.00,"$1,075.00",$249.99,"$1,791,481.57"
Christina Lake,Boundary Youth Soccer Association,"$14,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,000.00"
Christina Lake,Christina Lake Elementary School Parent Advisory Council,"$1,700.00",$0.00,$0.00,"$1,333.66",$0.00,$0.00,$0.00,"$3,033.66"
Christina Lake,Christina Lake Stewardship Society,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
Christina Lake Total,,"$45,700.00",$0.00,$0.00,"$1,333.66",$0.00,$0.00,$0.00,"$47,033.66"
Clearwater,Clearwater & District Minor Hockey Association,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Clearwater,Clearwater Secondary School PAC,"$4,220.00",$0.00,$0.00,"$4,900.00",$0.00,$0.00,$0.00,"$9,120.00"
Clearwater,Dr. Helmcken Memorial Hospital Auxiliary,$0.00,$0.00,$0.00,"$5,670.97",$0.00,$0.00,$0.00,"$5,670.97"
Clearwater,Raft River Elementary School P.A.C.,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
Clearwater,Rodeo Rednecks 4-H Club,"$3,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,000.00"
Clearwater,Royal Canadian Legion Branch 259,$0.00,$0.00,$0.00,"$6,532.87",$0.00,$0.00,$0.00,"$6,532.87"
Clearwater,Upper Clearwater Farmers' Institute,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
Clearwater,Yellowhead Community Services Society,"$56,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$56,000.00"
Clearwater Total,,"$94,220.00",$0.00,$0.00,"$17,103.84",$0.00,$0.00,$0.00,"$111,323.84"
Clinton,David Stoddart School Parent Advisory Council,"$1,780.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,780.00"
Clinton,Psalm 23 Transition Society,"$35,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$35,500.00"
Clinton,Royal Canadian Legion #194,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$951.62,$951.62
Clinton Total,,"$37,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$951.62,"$38,231.62"
Cloverdale,Homelife Benchmark Realty Community Fundraising Group,$0.00,$0.00,$0.00,"$8,564.00",$0.00,$0.00,$0.00,"$8,564.00"
Cloverdale Total,,$0.00,$0.00,$0.00,"$8,564.00",$0.00,$0.00,$0.00,"$8,564.00"
Cobble Hill,Ecole Cobble Hill Elementary PAC,"$6,300.00",$0.00,$0.00,$449.85,$0.00,$0.00,$0.00,"$6,749.85"
Cobble Hill,Evergreen Independent School Parent Association Council (EISPAC),"$1,440.00",$0.00,$0.00,"$2,159.99",$0.00,$0.00,$0.00,"$3,599.99"
Cobble Hill,Horse Trials BC,"$7,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,500.00"
Cobble Hill,Lake Bay Hill Auxiliary to Cowichan District Hospital,$0.00,$0.00,$0.00,$729.99,$0.00,$0.00,$0.00,$729.99
Cobble Hill,Malahat Lions Club Society,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
Cobble Hill,Rotary Club of South Cowichan (Mill Bay),$0.00,$0.00,$0.00,"$16,300.00",$0.00,$0.00,"$2,753.92","$19,053.92"
Cobble Hill Total,,"$33,240.00",$0.00,$0.00,"$19,639.83",$0.00,$0.00,"$2,753.92","$55,633.75"
Coldstream,Coldstream Elementary School P.A.C.,"$8,020.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,020.00"
Coldstream,Enactus Okanagan College Kal Campus Community Fundraising Group,$0.00,$0.00,$0.00,$884.00,$0.00,$0.00,$0.00,$884.00
Coldstream,Kalamalka Secondary School PAC,"$11,760.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,760.00"
Coldstream,Kidston Elementary School Parent Advisory Council,"$5,140.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,140.00"
Coldstream,Lavington Elementary School PAC,"$3,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,280.00"
Coldstream,North Okanagan Optimist Club,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
Coldstream,Vernon District Pony Club,"$2,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,400.00"
Coldstream Total,,"$40,600.00",$0.00,$0.00,$884.00,$0.00,$0.00,$0.00,"$41,484.00"
Colwood,Communica: Dialogue and Resolution Services Society,"$83,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,400.00"
Colwood Total,,"$83,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$83,400.00"
Comox,Aspen Park Elementary School PAC,"$5,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,300.00"
Comox,Brooklyn Elementary PAC,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00"
Comox,Chimo Gymnastics Club,"$36,650.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,650.00"
Comox,Comox Archives & Museum Society,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
Comox,Comox Firefighters Association Community Fundraising Group,$0.00,$0.00,$0.00,$120.00,$0.00,$0.00,$0.00,$120.00
Comox,Comox Valley Children's Day Care Society,"$31,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$31,500.00"
Comox,Comox Valley Hospice Society,"$96,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$96,000.00"
Comox,Comox Valley Lacrosse Association,"$9,120.00",$0.00,$0.00,"$3,379.99",$0.00,$0.00,$0.00,"$12,499.99"
Comox,Comox Valley Lions Club,$0.00,$0.00,"$41,581.63","$12,730.56",$0.00,$0.00,$0.00,"$54,312.19"
Comox,Comox Valley Tennis Club,$0.00,$0.00,$0.00,"$1,414.23",$0.00,$0.00,$0.00,"$1,414.23"
Comox,Dawn to Dawn - Action on Homelessness Society,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
Comox,Ecole Robb Road PAC,"$9,880.00",$0.00,$0.00,"$2,062.04",$0.00,$0.00,$0.00,"$11,942.04"
Comox,Filberg Heritage Lodge and Park Association,$0.00,$0.00,$0.00,"$15,653.99",$0.00,$0.00,$0.00,"$15,653.99"
Comox,Highland Senior Secondary School PAC,"$14,140.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,140.00"
Comox,L'Association de Parents d'Ecole Francophone de la Vallee de Comox,"$3,640.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,640.00"
Comox,Navy League of Canada - Comox Valley Branch,"$4,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,750.00"
Comox,Rotary Club of Comox,"$7,000.00",$0.00,$0.00,"$34,665.92",$0.00,$0.00,$0.00,"$41,665.92"
Comox,Royal Canadian Legion Branch #160,$0.00,$0.00,$0.00,"$16,239.49",$0.00,$0.00,$0.00,"$16,239.49"
Comox,Royal Canadian Legion Branch 160 - Ladies Auxiliary,$0.00,$0.00,"$5,709.65",$0.00,$0.00,$0.00,$0.00,"$5,709.65"
Comox,Scouts Canada - 1st Comox,"$8,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,700.00"
Comox,St. Joseph's General Hospital Auxiliary Society,"$36,500.00",$0.00,$0.00,"$3,244.25",$0.00,$0.00,$0.00,"$39,744.25"
Comox,St. Joseph's General Hospital Foundation,$0.00,$0.00,$0.00,"$39,599.98",$0.00,$0.00,$0.00,"$39,599.98"
Comox,Street Smart Kidz of Canada,$0.00,$0.00,$0.00,"$1,758.77",$0.00,$0.00,$0.00,"$1,758.77"
Comox,Upper Island Soccer Association,$0.00,$0.00,$0.00,"$9,889.68",$0.00,$0.00,$0.00,"$9,889.68"
Comox,West Coast Environmental Education Society,"$5,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,000.00"
Comox Total,,"$299,780.00",$0.00,"$47,291.28","$140,758.90",$0.00,$0.00,$0.00,"$487,830.18"
Coombs,Arrowsmith Agricultural Association,"$42,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$42,000.00"
Coombs,For the Love of Parrots Refuge Society,"$100,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$100,000.00"
Coombs,French Creek Community School PAC,"$2,260.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,260.00"
Coombs Total,,"$144,260.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$144,260.00"
Coquitlam,Access Youth Outreach Services Society,"$125,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$125,000.00"
Coquitlam,Adanacs Field Lacrosse Association,$0.00,$0.00,$0.00,$499.99,$0.00,$0.00,$0.00,$499.99
Coquitlam,Alderson School P.A.C.,"$4,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,180.00"
Coquitlam,All Saints Parish,$0.00,$0.00,$0.00,$949.98,$0.00,$0.00,$0.00,$949.98
Coquitlam,Baker Drive Elementary School PAC,"$3,960.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,960.00"
Coquitlam,Baker's Corner Pre-School Society,"$4,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,500.00"
Coquitlam,Banting Middle School PAC,"$10,780.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,780.00"
Coquitlam,BC Challenger Baseball Booster Association,"$15,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,300.00"
Coquitlam,Bramblewood Elementary School PAC,"$6,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,380.00"
Coquitlam,Burquitlam  Care Society,"$40,000.00",$0.00,$0.00,"$5,215.86",$0.00,$0.00,$0.00,"$45,215.86"
Coquitlam,Canadian Federation of University Women - Coquitlam,"$12,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,000.00"
Coquitlam,Canadian Parents for French - Tri Cities,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
Coquitlam,Canadian Ski Patrol System - Greater Vancouver Zone,"$55,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$55,250.00"
Coquitlam,Cape Horn Elementary School - PAC,"$3,980.00",$0.00,$0.00,"$2,206.17",$0.00,$0.00,$0.00,"$6,186.17"
Coquitlam,Centennial School Parent Advisory Council,"$26,380.00",$0.00,$0.00,"$1,599.99",$0.00,$0.00,$0.00,"$27,979.99"
Coquitlam,Children of the Street Society,"$91,000.00",$0.00,$0.00,"$2,734.98",$0.00,$0.00,$0.00,"$93,734.98"
Coquitlam,Coastal Sound Music Academy Society,"$45,500.00",$0.00,$0.00,$690.47,$0.00,$0.00,$0.00,"$46,190.47"
Coquitlam,Communities Embracing Restorative Action (CERA) Society,"$60,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$60,000.00"
Coquitlam,Como Lake Middle School PAC,"$6,620.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,620.00"
Coquitlam,Coquitlam Adanacs Lacrosse Club,$0.00,$0.00,$0.00,"$5,340.98",$0.00,$0.00,$0.00,"$5,340.98"
Coquitlam,Coquitlam Fire Fighters Charitable Society,$0.00,$0.00,$0.00,"$22,276.00",$0.00,$0.00,$0.00,"$22,276.00"
Coquitlam,Coquitlam Foundation,$0.00,$0.00,$0.00,"$1,734.99",$0.00,$0.00,$0.00,"$1,734.99"
Coquitlam,Coquitlam Little League,"$36,000.00",$0.00,$0.00,"$11,546.00",$0.00,$0.00,$0.00,"$47,546.00"
Coquitlam,Coquitlam Minor Hockey Association,"$100,000.00",$0.00,$0.00,"$20,002.08",$0.00,$0.00,$0.00,"$120,002.08"
Coquitlam,Coquitlam Minor Lacrosse Association,"$59,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$59,400.00"
Coquitlam,Coquitlam Minor Softball Association,"$17,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$17,400.00"
Coquitlam,Coquitlam Place des Arts Society,$0.00,$0.00,$0.00,"$3,985.00",$0.00,$0.00,$0.00,"$3,985.00"
Coquitlam,Coquitlam Search and Rescue Society,"$195,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$195,000.00"
Coquitlam,Coquitlam Skating Club,"$76,875.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$76,875.00"
Coquitlam,District 43 Parent Advisory Council (DPAC),"$2,500.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,500.00"
Coquitlam,Dogwood Pavilion Seniors Society,$0.00,$0.00,"$1,606.08",$775.98,$0.00,$0.00,$0.00,"$2,382.06"
Coquitlam,Dr. Charles Best Secondary PAC,"$26,600.00",$0.00,$0.00,$967.50,$0.00,$0.00,$0.00,"$27,567.50"
Coquitlam,Eager Beaver Bingo Club - Community Fundraising Group,$0.00,$0.00,$48.05,$0.00,$0.00,$0.00,$0.00,$48.05
Coquitlam,Eagle Ridge Elementary Parent Advisory Council,"$7,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,600.00"
Coquitlam,Ecole Panorama Heights Elementary School PAC,"$9,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,280.00"
Coquitlam,Ecole Porter Street Elementary School P.A.C.,"$7,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,200.00"
Coquitlam,Encompass (k-9) PAC,"$2,140.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,140.00"
Coquitlam,Evening Optimist Club of Coquitlam,"$15,000.00",$0.00,$0.00,"$16,522.99",$0.00,$0.00,$0.00,"$31,522.99"
Coquitlam,Fraser North Community Volunteer Connections,"$65,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$65,000.00"
Coquitlam,Glen Home & School Association,"$9,340.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,340.00"
Coquitlam,Gleneagle Secondary School PAC,"$25,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,800.00"
Coquitlam,Hampton Park Elementary PAC,"$6,580.00",$0.00,$0.00,$135.00,$0.00,$0.00,$0.00,"$6,715.00"
Coquitlam,Harbour View Elementary School PAC,"$6,100.00",$0.00,$0.00,$564.99,$0.00,$0.00,$0.00,"$6,664.99"
Coquitlam,Hillcrest Middle School P.A.C.,"$11,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$11,000.00"
Coquitlam,Howe Sound Rehabilitation Services Society,$0.00,$0.00,$0.00,$119.99,$0.00,$0.00,$0.00,$119.99
Coquitlam,Ice Evolution Synchronized Skating,"$5,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,600.00"
Coquitlam,Inquiry Hub PAC,"$1,060.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$1,060.00"
Coquitlam,Kid's Cottage Daycare Society,"$20,250.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,250.00"
Coquitlam,Kinsmen Club of Coquitlam,"$24,000.00",$0.00,$0.00,$508.68,$0.00,$0.00,$990.00,"$25,498.68"
Coquitlam,Knights of Columbus (BC) Charity Foundation,$0.00,$0.00,$0.00,"$367,226.00",$0.00,$0.00,$0.00,"$367,226.00"
Coquitlam,Leigh Elementary School PAC.,"$7,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,420.00"
Coquitlam,Les Echos Du Pacifique,"$10,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,000.00"
Coquitlam,Lions Club of Burquitlam,$0.00,$0.00,$0.00,"$4,121.00",$0.00,$0.00,$0.00,"$4,121.00"
Coquitlam,Little Neighbours Preschool Society,"$7,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,000.00"
Coquitlam,Lord Baden-Powell Elementary School PAC,"$4,540.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,540.00"
Coquitlam,M. L. E. Training and Research Society,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
Coquitlam,Maillard Middle School P.A.C.,"$8,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,180.00"
Coquitlam,MBA Master Bowlers Association of British Columbia,$0.00,$0.00,$0.00,"$2,260.00",$0.00,$0.00,$0.00,"$2,260.00"
Coquitlam,Meadowbrook Elementary School PAC,"$2,760.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,760.00"
Coquitlam,Miller Park Community School PAC,"$5,020.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,020.00"
Coquitlam,Montgomery Middle School PAC,"$7,060.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,060.00"
Coquitlam,Mountain View Elementary School P.A.C.,"$2,620.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,620.00"
Coquitlam,Mundy Road Elementary School Parent Advisory Council,"$4,280.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,280.00"
Coquitlam,Nestor Elementary School P.A.C.,"$8,380.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,380.00"
Coquitlam,New Westminster Amateur Radio Club,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00"
Coquitlam,Omega Gymnastic Academy Society,"$21,500.00",$0.00,$0.00,"$6,219.99",$0.00,$0.00,$0.00,"$27,719.99"
Coquitlam,Our Lady of Fatima School PSG,"$7,140.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,140.00"
Coquitlam,Parkland Elementary School P.A.C.,"$6,120.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,120.00"
Coquitlam,Pinetree Secondary School PAC,"$27,900.00",$0.00,$0.00,$484.99,$0.00,$0.00,$0.00,"$28,384.99"
Coquitlam,Pinetree Way Elementary PAC,"$5,660.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,660.00"
Coquitlam,Queen of All Saints Elementary School P.S.G.,"$4,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,700.00"
Coquitlam,R. C. Macdonald Elementary School P.A.C.,"$2,740.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$2,740.00"
Coquitlam,Ranch Park School PAC,"$4,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,300.00"
Coquitlam,Riverview Park School PAC,"$4,620.00",$0.00,$0.00,$342.98,$0.00,$0.00,$0.00,"$4,962.98"
Coquitlam,Rochester Elementary School PAC,"$8,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,220.00"
Coquitlam,Roy Stibbs Elementary School PAC,"$4,520.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,520.00"
Coquitlam,Royal Canadian Legion Branch #263 - Coquitlam,$0.00,$0.00,$0.00,"$22,859.51",$0.00,$0.00,$0.00,"$22,859.51"
Coquitlam,Scott Creek Middle School P.A.C.,"$12,300.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$12,300.00"
Coquitlam,Scouts Canada - 10th Coquitlam,"$7,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$7,800.00"
Coquitlam,Scouts Canada - 12th Coquitlam,"$5,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,700.00"
Coquitlam,Scouts Canada - 13th SW Ismaili,"$9,700.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$9,700.00"
Coquitlam,Scouts Canada - 1st Coquitlam Scout Group,"$6,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,600.00"
Coquitlam,Scouts Canada - 1st Ranch Park,"$5,200.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$5,200.00"
Coquitlam,Scouts Canada - 5th Coquitlam,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
Coquitlam,Scouts Francophones de la Colombie-Britannique,"$25,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$25,000.00"
Coquitlam,SHARE Family and Community Services Society,"$90,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$90,000.00"
Coquitlam,Simon Fraser University Pipe Band Society,"$37,750.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$37,750.00"
Coquitlam,Slavik - Slovak Folklore Society,"$4,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$4,000.00"
Coquitlam,Societe francophone de Maillardville,"$88,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$88,000.00"
Coquitlam,Soroptimist International of the Tri-Cities,$0.00,$0.00,$0.00,"$8,118.19",$0.00,$0.00,$0.00,"$8,118.19"
Coquitlam,Special Olympics British Columbia Society - Coquitlam,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
Coquitlam,Step By Step Child Development Society,"$51,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$51,000.00"
Coquitlam,Summit Middle School PAC,"$14,540.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$14,540.00"
Coquitlam,Talitha Koum Society,"$55,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$55,000.00"
Coquitlam,The Coquitlam Minor Football Association,"$20,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,000.00"
Coquitlam,The Coquitlam Sharks Aquatic Club,"$54,600.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$54,600.00"
Coquitlam,The Simon Fraser Society For Community Living,"$72,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$72,000.00"
Coquitlam,Traditional Learning Academy Parent Support Group,"$3,420.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$3,420.00"
Coquitlam,Tri-City Challenger Little League Association,"$20,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,400.00"
Coquitlam,Tri-City Family Place Society,"$36,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,000.00"
Coquitlam,United Rugby Club,"$8,400.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$8,400.00"
Coquitlam,Vancouver Korean Dance Society,"$15,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,000.00"
Coquitlam,Walton Elementary PAC,"$10,220.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$10,220.00"
Coquitlam,West Coast Senior Lacrosse Association,"$56,000.00",$0.00,$0.00,"$5,004.50",$0.00,$0.00,$0.00,"$61,004.50"
Coquitlam,WICC & Friends for Life - Community Fundraising Group,$0.00,$0.00,$0.00,$904.99,$0.00,$0.00,$0.00,$904.99
Coquitlam,Woody's Dare to Dream Foundation - Community Fundraising Group,$0.00,$0.00,$0.00,"$12,999.97",$0.00,$0.00,$0.00,"$12,999.97"
Coquitlam Total,,"$2,194,465.00",$0.00,"$1,654.13","$528,919.74",$0.00,$0.00,$990.00,"$2,726,028.87"
Courtenay,4R's Education Centre (Soc.),"$33,000.00",$0.00,$0.00,"$1,454.55",$0.00,$0.00,$0.00,"$34,454.55"
Courtenay,Alano Club of Courtenay,"$50,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$50,000.00"
Courtenay,Arden Elementary Parents Advisory Committee,"$6,180.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,180.00"
Courtenay,Auxiliary to Glacier View Lodge,$0.00,$0.00,$0.00,"$1,800.00",$0.00,$0.00,$0.00,"$1,800.00"
Courtenay,B.C. Seniors Games Society-Zone 2,"$36,800.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$36,800.00"
Courtenay,Beaufort Association for the Mentally Handicapped,"$15,775.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$15,775.00"
Courtenay,Beaufort Child Care Society,"$20,350.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$20,350.00"
Courtenay,Benevolent & Protective Order of Elks - Lodge #60 - Courtenay,"$11,100.00",$0.00,$0.00,"$14,435.00",$0.00,$0.00,$0.00,"$25,535.00"
Courtenay,Community Justice Centre of the Comox Valley Society,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
Courtenay,Comox  Valley  Ringette  Association,"$6,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$6,000.00"
Courtenay,Comox Valley Aquatic Club,"$40,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$40,000.00"
Courtenay,Comox Valley Art Gallery,"$30,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$30,000.00"
Courtenay,Comox Valley Baseball Association,"$18,000.00",$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,"$18,000.00"
Courtenay,Comox Valley Child Development Association,"$77,000.00",$0.00,$0.00,"$12,883.84",$0.00,$0.00,$0.00,"$89,883.84"
